road_name,road_type,longitude,latitude
Medavakkam Main Road,primary,80.1832739,12.9457697
Mount - Medavakkam Road,primary,80.1826477,12.9253979
Mount - Medavakkam Road,primary,80.1898774,12.9690267
Velachery Mudhanmai Salai,primary,80.2090282,12.9457651
Velachery Mudhanmai Salai,primary,80.2077917,12.9432528
Velachery Mudhanmai Salai,primary,80.1993251,12.9281653
Velachery Mudhanmai Salai,primary,80.1968354,12.9209796
Noble 1st Street,tertiary,80.1894543,12.9959327
,tertiary,80.1536572,12.9707003
Rajiv Gandhi Salai,primary,80.2428276,12.9549082
,tertiary,80.240397,12.9584654
Rajiv Gandhi Salai,primary,80.2270086,12.8765254
Rajiv Gandhi Salai,primary,80.2307923,12.9243266
Rajiv Gandhi Salai,primary,80.2376395,12.9438098
Rajiv Gandhi Salai,primary,80.243553,12.9562914
Pallavaram - Thoraipakkam Road,primary,80.2347944,12.9499502
,tertiary,80.2382849,12.9495948
,primary_link,80.240571,12.9486826
EVR Periyar Salai,primary,80.2380064,13.0766849
EVR Periyar Salai,primary,80.2338977,13.0758601
New Avadi Road,secondary_link,80.2338977,13.0758601
Taylors Road,tertiary,80.2380649,13.0770071
Venkatanarayana Road,secondary,80.2375933,13.0343838
Kilpauk Garden Road,secondary,80.2306143,13.0831386
New Avadi Road,secondary,80.233896,13.083553
,secondary,80.2255,13.0833909
1st Avenue,secondary,80.2240492,13.0852392
Nerkundrampadai Road (East),tertiary,80.2137005,13.05444
EVR Periyar Salai,primary,80.2380274,13.0765787
Sardar Patel Road,primary,80.2368543,13.0074713
Gengu Reddy Road,secondary,80.2522302,13.0749637
Mahalingapuram Main Road,secondary,80.234784,13.0561275
Tank Bund Road,secondary,80.23743,13.0610778
Tank Bund Road,secondary,80.23631,13.0623216
Tank Bund Road,secondary,80.2374505,13.0612287
Tank Bund Road,secondary,80.2425522,13.0569952
Valluvar Kottam High Road,secondary,80.2417737,13.0526376
Valluvar Kottam High Road,secondary,80.2427961,13.0572301
Musiri Subramanium Road,secondary,80.2643714,13.0375787
Village High Road,tertiary,80.2324583,12.9008044
Nehru Main Road,tertiary,80.2286283,12.9088649
,tertiary,80.2207622,12.914336
,tertiary,80.2393722,12.9454213
Thanikachalam Road,secondary,80.2397784,13.0390937
Maloney Road,tertiary,80.2395203,13.0353119
Raghaviah Road,tertiary,80.2358495,13.0427516
Inner Ring Road (Southern Sector),primary,80.1931563,12.9969354
Inner Ring Road (Southern Sector),primary,80.192244,12.9983834
Inner Ring Road (Southern Sector),primary,80.1934097,12.9967364
Semmozhi Salai,primary,80.1947926,12.914408
Medavakkam - Mambakkam - Sembakkam Road,primary,80.192268,12.9156416
Pillaiyar Kovil Street,tertiary,80.1925651,12.9173341
Pallavaram - Thoraipakkam Road,primary,80.1853366,12.9491642
,tertiary,80.1851882,12.989081
,tertiary,80.1849711,12.9907755
,tertiary,80.185148,12.9895981
V.O.C. Street,tertiary,80.2321703,12.93181
Velachery Bypass Road,primary,80.2181963,12.9874685
Grand Southern Trunk Road,primary,80.1893678,12.9960315
Grand Southern Trunk Road,primary,80.1920954,12.9982712
MKN Road,tertiary,80.1931438,12.9968177
Anna Salai (Mount Road),primary,80.2093905,13.0080754
MKN Road,tertiary,80.2096505,13.0065462
MKN Road,tertiary,80.2094986,13.0060709
Maduvankarai Bridge,tertiary,80.2094516,13.0060847
road to Manapakkam,tertiary,80.1827408,13.0152318
road to Manapakkam,tertiary,80.1817061,13.0152286
Velachery Main Road,secondary,80.2195415,12.9916407
Velachery Main Road,secondary,80.2200604,12.9908509
Link Road,tertiary,80.2094718,13.0035057
Velachery Main Road,secondary,80.2171837,12.9948066
Velachery Main Road,secondary,80.2195142,12.9915156
Chakrapani Street,tertiary,80.2119433,13.0037212
Five Furlong Road,secondary,80.2162638,12.997438
Link Road,tertiary,80.2115162,13.0037109
Velachery Main Road,secondary,80.216481,12.9971957
Velachery Main Road,secondary,80.2177732,12.9939784
Bazaar Main Road,secondary,80.2113062,12.9645643
,tertiary,80.2541647,13.1231698
,tertiary,80.2385158,13.1202424
,tertiary,80.2393295,13.1172399
,tertiary,80.2338622,13.1144495
sabapathy Street,tertiary,80.2381333,13.1124906
road to Manapakkam,tertiary,80.1870733,13.0179409
Chakrapani Street,secondary,80.2119433,13.0037212
Five Furlong Road,secondary,80.2120106,13.0036069
Annai Santhya Nagar Main Road,tertiary,80.2306662,12.9671572
Nagamani Adigalar Street,tertiary,80.2306662,12.9671572
Gandhi Road,tertiary,80.2308471,12.9855409
Vandiakran Street,secondary,80.2240458,13.0288916
SIDCO Industrial Road,tertiary,80.1993439,13.1092016
Baali Amman Koil Street,tertiary,80.2075743,13.1076658
East Mada Street,tertiary,80.2099335,13.1055373
North Mada Street,tertiary,80.2075743,13.1076658
South Mada Street,tertiary,80.207954,13.1056118
,tertiary,80.2058291,13.1040196
Redhills Road,tertiary,80.2073152,13.1055428
,tertiary,80.2206577,13.1039903
Bharathi Salai,tertiary,80.2654066,13.0583
,tertiary,80.2606864,13.0866541
Velachery MRTS Bridge,primary,80.2187432,12.9705968
South Canal Bank Road,tertiary,80.2669083,13.0256672
Kutchery Road,secondary,80.268535,13.0364809
Luz Church Road,secondary,80.2663052,13.0371226
Sullivan Garden Road,secondary,80.2648372,13.041604
,secondary,80.2647314,13.0416723
Thandavarayan Street,tertiary,80.2675193,13.0189362
TNHB Main Rd,tertiary,80.2315556,12.8792368
TNHB Main Rd,tertiary,80.2268608,12.8803752
Doctor Ranga Road,secondary,80.256884,13.0333235
Doctor Shivaji Ganesan Road,tertiary,80.2439898,13.0400294
Luz Church Road,secondary,80.2643051,13.0376204
Sir Thyagaraya Road,secondary,80.2340001,13.0412393
Sullivan Garden Road,secondary,80.2674565,13.0410213
Thiruvika Salai,secondary,80.2681873,13.0410763
Doctor Shivaji Ganesan Road,tertiary,80.2422221,13.0349146
Doraiswamy Subway,secondary,80.2299253,13.0409917
Bazulla Flyover,tertiary,80.231418,13.0476307
Bazulla Flyover,tertiary,80.2300512,13.048411
Venkatanarayana Road,secondary,80.2346666,13.0391393
North Usman Road,secondary,80.2347097,13.0537064
South Usman Road,secondary,80.2303139,13.0347438
North Usman Road,tertiary,80.2325552,13.0447298
Doraiswamy Road,secondary,80.2302385,13.0409311
Doctor M.G.R. Salai,primary,80.2446102,13.0526971
Doraiswamy Road,secondary,80.2319334,13.0405292
Kodambakkam Railway Flyover,primary,80.23404,13.0538558
Mahalingapuram Flyover,secondary,80.234457,13.0532748
North Usman Road,tertiary,80.2322548,13.0422311
Panagal Park,secondary,80.2334299,13.0406083
Panagal Park,secondary,80.2325732,13.0407959
Panagal Park,secondary,80.2319931,13.0410408
South Usman Road,tertiary,80.2315278,13.0391571
,tertiary,80.2299632,13.0409307
,secondary,80.2347628,13.0557772
Doctor M.G.R. Salai,primary,80.2501813,13.0537205
Doctor M.G.R. Salai,primary,80.2501505,13.0537989
,primary_link,80.2420532,13.052605
,primary,80.2186821,12.969783
Velachery MRTS Bridge,primary,80.2188898,12.9705875
Velachery Main Road,primary,80.2192164,12.971874
Inner Ring Road (Southern Sector),primary,80.2101176,12.9737176
Adithanar Road,secondary,80.2625902,13.0727188
Gandhi Irwin Bridge,secondary,80.2653379,13.0788431
Pantheon Road,secondary,80.2609451,13.0731208
,secondary_link,80.2585427,13.0709758
Gandhi Irwin Bridge,secondary,80.2653874,13.0791483
Langs Garden Road,tertiary,80.2652981,13.0752562
Langs Garden Road,secondary,80.2651669,13.0807843
Langs Garden Park,secondary,80.2652929,13.0791086
,primary,80.2278402,13.0103252
,primary_link,80.2283395,13.0091482
Grand Southern Trunk Road,primary,80.185461,12.9939188
Nanganallur Road,tertiary,80.1849785,12.9909673
Dr. Guruswamy bridge,primary,80.2405955,13.0739025
Dr. Guruswamy bridge,primary,80.2407247,13.0732636
Gandhi Mandapam Road,secondary,80.2402396,13.0067757
Mayor Ramanathan Road (Spur Tank Road),secondary,80.2445468,13.0698034
Mc Nichols Road,primary,80.2407798,13.0732799
Venkatakrishna Iyer Road,secondary,80.2659605,13.0262774
,primary,80.2406702,13.076866
,primary_link,80.2410906,13.077325
Elephant Gate Bridge Road,secondary,80.2695087,13.0906139
Raja Muthiah Road,secondary,80.2695843,13.0907055
Raja Muthiah Road,secondary,80.2704317,13.0843346
Raja Muthiah Road,secondary,80.270656,13.0833269
Vepery High Road,secondary,80.2625542,13.0856393
Wallajah Road,secondary,80.2782924,13.0647735
Wallajah Road,secondary,80.2783915,13.0648674
Madha Church Road,tertiary,80.2763859,13.0286414
,secondary,80.2663845,13.0292224
Royapettah High Road,secondary,80.2649266,13.0489866
Thiru Vi Ka Flyover,secondary,80.2674604,13.0435345
Thiru Vi Ka Flyover,secondary,80.2667487,13.0449334
Thiru Vi Ka Sundaram High Road,tertiary,80.2665151,13.0463106
Thiruvika Salai,secondary,80.2681192,13.0425503
Westcott Road,secondary,80.2641252,13.0539228
Mount - Poonamallee - Avadi Road,primary,80.1870733,13.0179409
Canal Bank Road,tertiary,80.237014,13.031356
Mopparappan Street,tertiary,80.2371071,13.0315793
,tertiary,80.237221,13.0312142
South Usman Road,tertiary,80.230745,13.0365063
Bazaar Road Subway,tertiary,80.2233565,13.0214056
Bazaar Road Subway,tertiary,80.2227731,13.021074
Madley subway,tertiary,80.2269748,13.035383
Madley subway,tertiary,80.2272529,13.0353218
,tertiary,80.2285898,13.0413957
Mahalingapuram Flyover,secondary,80.2339931,13.0518366
,tertiary,80.2272655,13.0416237
,secondary,80.2240573,13.02859
Ragavan Colony East Street,tertiary,80.2166978,13.0284006
Anna Salai (Mount Road),primary,80.2250894,13.0155164
Anna Salai (Mount Road),primary,80.2116525,13.0090089
General Hospital Road,primary,80.2734253,13.0814141
General Hospital Road,primary,80.2760534,13.081814
Jawaharlal Nehru Road (100 Feet Road),primary,80.1990474,13.0759334
Jawaharlal Nehru Road (100 Feet Road),primary,80.1999988,13.074276
Kaliamman Koil Street,secondary,80.2020481,13.0719253
Kaliamman Koil Street,secondary,80.2006685,13.0697591
Kaliamman Koil Street,secondary,80.2007812,13.0697047
Kathipara Interchange Flyover,primary,80.2032283,13.0065816
EVR Periyar Salai Flyover,primary,80.2013825,13.0762972
Rajiv Gandhi IT Expressway,primary,80.2479516,13.0011876
Old Mahapalipuram Road,primary,80.2514435,12.9878116
Sardar Patel Road,primary,80.2472648,13.0067702
Taluk Office Road,primary,80.2260049,13.0150158
West Avenue Road,primary,80.2514186,12.9879188
Kathipara Interchange Flyover,primary,80.2031043,13.0074079
EVR Periyar Salai Flyover,primary,80.1998685,13.0763761
Inner Ring Road,primary,80.2120523,13.0340394
22nd Street,primary,80.2594369,12.9839318
Alandur Road,secondary,80.2110096,13.009488
Anna Flyover,primary,80.2502562,13.0515514
Anna Flyover,primary,80.2503067,13.0515471
Model School Road,tertiary,80.2519844,13.059262
Racecourse Road,secondary,80.2127845,13.0068768
Racecourse Road,secondary,80.2131229,13.0079893
Railway Border Road,tertiary,80.2294744,13.0452084
Railway Border Road,tertiary,80.230121,13.0508511
Bazulla Flyover,tertiary,80.230113,13.0507014
Bazulla Flyover,tertiary,80.2298634,13.0471879
,primary_link,80.2149936,13.0104217
,tertiary,80.2126551,13.0144541
Stanley Viaduct,secondary,80.2761802,13.0772072
Anna Main Road,tertiary,80.2233325,13.0496347
11th Avenue,secondary,80.2117894,13.0320337
Govindan Road,secondary,80.2205551,13.032232
North Wall Road,secondary,80.2798157,13.1056179
Old Jail Road,primary_link,80.2799838,13.105792
Vijayaraghavelu Road,secondary,80.2798166,13.1058397
Mint Junction,secondary,80.2798378,13.1056093
Ranganathan Avenue,tertiary,80.2466037,13.0834686
Anna Salai,primary,80.2768684,13.0741199
Anna Salai,primary,80.2765139,13.0735535
Angalamman Kovli Street,tertiary,80.2634418,13.0921745
Periyar Pathi Road,tertiary,80.2225645,13.0597902
Canal Bank Road,tertiary,80.2483802,13.0067672
Pillaiyar Koil Street,tertiary,80.1912111,13.0380115
Wall Tax Road,primary,80.2744605,13.1019385
Wall Tax Road,primary,80.2761962,13.0818797
Esplanade,secondary,80.2845759,13.0856838
Evening Bazaar Road,secondary,80.2790026,13.0833505
General Hospital Road,primary,80.2778503,13.0820917
Memorial Hall Road,secondary,80.2781193,13.083387
Muthuswamy Bridge,primary,80.2808888,13.0803358
Muthuswamy Road,primary,80.2820156,13.0791132
Muthuswamy Road,primary,80.2816954,13.082379
North Fort Road,primary,80.2878603,13.0851394
Rajaji Salai,primary,80.2915343,13.0921803
Rajaji Salai,primary,80.2853397,13.0736861
Rajaji Salai,primary,80.2860363,13.0736986
,primary,80.2890909,13.0855776
Basin Bridge Road,secondary,80.2772529,13.1049883
D'Mellows Salai,secondary,80.262432,13.0971913
Bharathi Road,tertiary,80.2484692,13.1133059
,tertiary,80.2067192,13.1113749
,tertiary,80.2065629,13.109991
,tertiary,80.2252238,13.119361
,tertiary,80.2194526,13.1140574
New Avadi Road,primary,80.213841,13.0985233
,tertiary,80.2065327,13.1100894
,tertiary,80.206828,13.1132779
2nd Main Road,tertiary,80.212988,13.1101565
Kolathur Main Road,tertiary,80.2065405,13.1187828
Pilkington Road,tertiary,80.239845,13.0997048
Tank Bund Road,primary,80.2441092,13.1097153
Morasali Maran Flyover,primary,80.2442477,13.1087319
Perambur High Road,tertiary,80.2433631,13.107014
Sathyamoorty Nagar Main Road,secondary,80.2657274,13.115294
,tertiary,80.2541647,13.1231698
,tertiary,80.2554256,13.1229956
4th Cross Street,tertiary,80.2423543,12.9956567
Meenambal Road,secondary,80.2588636,13.1313808
28th Street,tertiary,80.2151243,13.040447
Defence Colony 1st Avenue,tertiary,80.1986795,13.0193122
14th Avenue,tertiary,80.2091371,13.0301748
Anna Nagar 6th Avenue,tertiary,80.2006447,13.0929167
,primary_link,80.1976067,13.0758868
South Mint Street,secondary,80.277998,13.0821094
Kathipara Interchange Flyover,primary,80.2036735,13.0081079
Konnur High Road,secondary,80.2075541,13.1032282
,secondary,80.2503802,13.0857918
Purasawalkam High Road,secondary,80.2501468,13.0858562
EVR Periyar Salai,primary,80.254279,13.0788244
Gangadeeshwar Koil Street,secondary,80.25447,13.0823253
EVR Periyar Salai,primary,80.2569471,13.0792164
Millers Road,primary,80.2496246,13.0816366
Krishnasamy Street,tertiary,80.1860317,12.9869493
Grand Southern Trunk Road,primary,80.2009986,13.0037285
Sardar Patel Road,primary,80.2283395,13.0091482
General Hospital Road,primary,80.2782268,13.0820195
Harrington Road,tertiary,80.2332132,13.0700742
Harrington Road,tertiary,80.234031,13.0696808
Harrington Road,tertiary,80.2340469,13.0697066
Harrington Road,tertiary,80.2353066,13.0692734
Peters Road,secondary,80.2689097,13.0534451
Peters Road,secondary,80.2556651,13.0546718
Peters Road,secondary,80.2665112,13.0537036
Peters Road,secondary,80.2665458,13.053584
Peters Road,secondary,80.2603221,13.054263
Peters Road,secondary,80.2546112,13.0549227
Patullos Road,tertiary,80.2627486,13.0577758
Whites Road,secondary,80.2616644,13.0576252
Binny Road,secondary,80.2629025,13.0620586
Binny Road,secondary,80.2608989,13.0636569
Commander-In-Chief Bridge,secondary,80.2602356,13.0638541
Rukmani Lakshmipathi Road,secondary_link,80.2601063,13.0640062
,secondary_link,80.2607179,13.0661452
,secondary,80.2591677,13.064341
Wallajah Road,primary_link,80.272091,13.068774
,primary_link,80.2719978,13.0681631
,secondary,80.271881,13.0684298
Peters Road,secondary,80.2615843,13.0540828
Peters Road,secondary,80.2556733,13.054592
Ashoka Avenue,tertiary,80.2231876,13.0488103
General Hospital Road,primary,80.2816954,13.082379
General Hospital Road,primary,80.2811546,13.082256
Muthuswamy Road,primary,80.2811903,13.0817612
Muthuswamy Bridge,primary,80.2817836,13.0792026
Broadie's Castle Road,primary,80.2630135,13.0202472
Pantheon Road,secondary,80.2611278,13.0732364
Taravath Madhavan Nair Bridge Road,secondary,80.2569785,13.0769857
,secondary_link,80.2569891,13.0791344
Taravath Madhavan Nair Bridge Road,secondary,80.2567034,13.0775263
Taravath Madhavan Nair Bridge Road,secondary,80.2566019,13.0791851
Gandhi Irwin Road,secondary,80.2594329,13.0758861
Halls Road,secondary,80.2575413,13.0747568
,secondary,80.2573049,13.0747456
Halls Road,secondary,80.2575276,13.0745657
Deputy Mayor Kabalamurthy Road,secondary,80.2739583,13.0722422
Swami Sivananda Salai,tertiary,80.274538,13.0716919
,primary_link,80.2891089,13.0848685
,primary_link,80.2893294,13.084971
Inner Ring Road (Southern Sector),primary,80.2041456,12.9780086
Chennai - Ennore Expressway Road,primary,80.3165235,13.1837929
Velachery Main Road,primary,80.2160258,12.9634844
,tertiary,80.2101389,12.948402
,tertiary,80.2098206,12.9485814
West Jones Road,tertiary,80.2197887,13.0248793
Mount - Poonamallee - Avadi Road,primary,80.1537271,13.0358341
Nagerkoyil Sudalaimuthu Krishnan Salai,primary,80.2202026,13.0524216
Sivan Koil Street,tertiary,80.2202026,13.0524216
Anna Salai (Mount Road),primary,80.2717904,13.0685129
Nelson Manickam Road,secondary,80.2219006,13.0720851
Nelson Manickam Road,secondary,80.2344674,13.0653584
Nelson Manickam Road,secondary,80.2210341,13.0743569
Nungambakkam Subway,secondary,80.2325851,13.0661876
Nungambakkam Subway,secondary,80.2332847,13.0658819
Nungambakkam Subway,secondary,80.2325617,13.0661194
Sterling Avenue,secondary,80.2363113,13.064057
Sterling Road,secondary,80.2361772,13.0642704
Valluvar Kottam High Road,primary,80.243467,13.0663355
,secondary,80.2353731,13.0635832
Sterling Road,secondary,80.2355356,13.0639534
Pallavaram - Cowl Bazar Road,tertiary,80.1450355,12.9802962
Cart Track Road,tertiary,80.216596,12.9961312
,tertiary,80.137061,13.0368125
,tertiary,80.1383773,13.0368812
,tertiary,80.2144204,13.066982
Thirthangal Nadar College Road,tertiary,80.2566603,13.1434516
sabapathy Street,tertiary,80.2379096,13.1125912
Pillayarkoil Street,tertiary,80.2029172,12.9286556
Sardar Patel Road,primary,80.2402396,13.0067757
Taramani Link Road,primary,80.2336401,12.9815604
Velachery Road,secondary,80.2239106,13.0125773
Sardar Patel Road,primary,80.2426807,13.006597
,tertiary,80.2362223,13.1161881
BB Road,tertiary,80.2527371,13.1144144
Chandra Yogi Samadhi Road,tertiary,80.2456506,13.1049758
Constable Road,tertiary,80.2313622,13.1027677
Morasali Maran Flyover,primary,80.2432881,13.1067436
Morasali Maran Flyover,primary,80.2420867,13.1069965
Morasali Maran Flyover Ramp,primary_link,80.2420867,13.1069965
Stephenson Road,secondary,80.2503512,13.1084501
Pilkington Road,tertiary,80.2421694,13.1070821
Thambiah Road,tertiary,80.224747,13.0414755
College Road,primary,80.244827,13.0662413
Pantheon Road,secondary,80.2554136,13.0679776
,primary_link,80.2434815,13.0631801
Anna Salai (Mount Road),primary,80.2289552,13.0247164
Mount - Medavakkam Road,primary,80.2012362,12.9935659
Elephant Gate Bridge Road,secondary,80.2744626,13.0925415
Elephant Gate Bridge Road,secondary,80.2743186,13.0928113
Elephant Gate Bridge Road,secondary,80.2738674,13.0932389
"kamarajar Salai, AVM Avenue 1st Main Road",tertiary,80.1894633,13.0498013
"kamarajar Salai, AVM Avenue 1st Main Road",tertiary,80.1890863,13.0498018
Kamaraj Salai,tertiary,80.1963755,13.051978
Kamaraj Salai,tertiary,80.1969842,13.0520159
Kamarajar Salai,primary,80.2796646,13.0434282
Kamarajar Salai,primary,80.2797579,13.0432256
Siva Shankaran Street,tertiary,80.1519941,12.9668914
Pallavaram Flyover,tertiary,80.1536148,12.9720329
,tertiary,80.1519941,12.9668914
Acharya Tulsi Road,tertiary,80.1475758,12.9696007
,tertiary,80.1494258,12.9708431
,tertiary,80.1494501,12.9708611
Indira Gandhi Road,primary,80.1490703,12.9675273
Acharya Tulsi Road,tertiary,80.1478763,12.9698088
,tertiary,80.2147075,13.1242785
,primary,80.2550193,13.1199382
Sivan Koil Street,tertiary,80.2225645,13.0597902
Gandhi Road,tertiary,80.2245841,12.9865442
,tertiary,80.2523286,12.8898527
,tertiary,80.2521465,12.8899301
Cochrane Basin Road,secondary,80.2722963,13.106873
,tertiary,80.1293258,13.0010688
,tertiary,80.2423488,12.9540027
Ottiambakkam Road,tertiary,80.1912974,12.865918
Wing Haven Road,tertiary,80.199668,12.8633413
Wing Haven Road,tertiary,80.1996851,12.8636465
Wing Haven Road,tertiary,80.1997267,12.8641161
TNHB Main Road,tertiary,80.2365776,12.8995947
TNHB Main Road,tertiary,80.2363981,12.8991345
1st Avenue,tertiary,80.2236383,13.0857011
1st Avenue,tertiary,80.2236478,13.0858213
,secondary_link,80.2301847,13.083115
,secondary,80.2436461,13.0834269
Harleys Road,secondary,80.2436461,13.0834269
Ormes Road,tertiary,80.2447379,13.0819339
Purasaiwalkam Flyover,secondary,80.2566142,13.0863898
Purasawalkam High Road,secondary,80.2544315,13.0856488
Purasawalkam High Road,secondary,80.2564451,13.0863014
Hunters Road,tertiary,80.2585742,13.0870784
,tertiary,80.2606864,13.0866541
Dr Alagappa Road,secondary,80.2548647,13.0814755
North Fort Road,primary,80.2894266,13.0857851
North Fort Road,primary,80.2898644,13.0873133
Mount - Medavakkam Road,primary,80.1972377,12.9859038
Jawaharlal Nehru Road (100 Feet Road),primary,80.2113352,13.0545307
Nerkundrampadai Road (East),tertiary,80.2115786,13.0545241
Jawaharlal Nehru Road (100 Feet Road),primary,80.2115948,13.054426
Bharani Street,tertiary,80.2309061,12.9716726
Taramani Link Road,primary,80.2401484,12.9812803
Taramani Link Road,primary,80.2358943,12.9812548
Taramani Road,primary,80.2207817,12.9755689
Taramani Link Road,primary,80.2252635,12.9783717
Taramani Link Road,primary,80.233695,12.9814181
Taramani Link Road,primary,80.2322191,12.9820681
Taramani Link Road,primary,80.2306639,12.9817389
,primary_link,80.2306639,12.9817389
Perungudi Station Road,tertiary,80.2268273,12.9711198
Annai Indhra Gandhi Road,tertiary,80.2194348,12.9694521
Bharani Street,tertiary,80.2329901,12.9751371
Perungudi Station Road,tertiary,80.230791,12.9754236
Perungudi Station Road,tertiary,80.2240072,12.9686348
Dr Ambedkar Road,secondary,80.2196641,13.0497936
Taramani Road,tertiary,80.2433041,12.9862333
Taramani Road,tertiary,80.2411166,12.9862239
,tertiary,80.2433041,12.9862333
New Colony Main Road,tertiary,80.2322191,12.9820681
Anna Arch Flyover,secondary,80.218734,13.0749447
Anna Arch Flyover,secondary,80.2210953,13.0727506
Taramani Link Road,tertiary,80.2434347,12.9777527
Taramani Link Road,tertiary,80.2331456,12.9766312
Taramani MRTS Station Road,tertiary,80.2433432,12.9786434
New Colony 3rd Main Road,tertiary,80.2326189,12.9830957
Pillaiyar Koil Street,tertiary,80.2384084,12.9841475
McNichols Road,primary,80.2423025,13.069279
Taramani Road,primary,80.2342088,12.9811862
Taramani Link Road,primary,80.2342088,12.9811862
JagannathaPuram 3rd Main Road,tertiary,80.220623,12.984393
Bharani Street,tertiary,80.2329726,12.9772602
New Colony 3rd Main Road,tertiary,80.2324572,12.9831041
New Colony 3rd Main Road,tertiary,80.231374,12.9834894
ELCOT Back Gate Road,tertiary,80.2206386,12.9143614
,tertiary,80.2285884,12.909688
,tertiary,80.2306224,12.924605
OMR Service Road,tertiary,80.2405521,12.948159
,tertiary,80.2294092,12.9140884
,primary_link,80.2283069,12.905508
Anna Salai (Mount Road),primary,80.2294211,13.025082
Anna Salai (Mount Road),primary,80.2330731,13.0264963
CIT Nagar 3rd Main Road,secondary,80.2330185,13.0266853
General Hospital Road,primary,80.275054,13.0817081
Pallavan Salai,secondary,80.275141,13.0814289
Manapakkam Main Road,secondary,80.168992,13.0130231
Bharani Street,tertiary,80.2331913,12.9793061
Taramani Link Road,primary,80.2220667,12.9765503
Bharani Street,tertiary,80.2330235,12.9765983
Mahalingapuram Flyover,secondary,80.2340557,13.0518649
Besant Nagar 1st Avenue Service Road,tertiary,80.2631665,13.0007593
Terminal Link Road,tertiary,80.1596564,12.9794468
,tertiary,80.2073189,13.0263432
,tertiary,80.2071826,13.0253624
,tertiary,80.2205987,12.9142128
Bazzar Street,tertiary,80.1914943,13.0398032
Jeevanantham Street,tertiary,80.1935263,13.0428158
Erikarai Salai,tertiary,80.1918591,13.0359024
,secondary,80.2502068,13.0516853
,secondary,80.2506815,13.0514975
,tertiary,80.2405034,12.96016
Gopathi Narayanaswami Flyover,secondary,80.2422426,13.0461415
Gopathi Narayanaswami Flyover,secondary,80.2407009,13.04537
Gopathi Narayanaswami Flyover,secondary,80.2384117,13.0440048
Gopathi Narayanaswami Flyover,secondary,80.2383692,13.0440819
Gopathi Narayanaswami Flyover,secondary,80.2407368,13.0453105
Gopathi Narayanaswami Flyover,secondary,80.2398166,13.0448741
Gopathi Narayanaswami Flyover,secondary,80.239856,13.0448147
Gopathi Narayanaswami Road,secondary,80.2422806,13.0462446
Rajiv Gandhi Salai,primary,80.2436326,12.9564715
,tertiary,80.1666646,12.981805
,tertiary,80.1638488,12.9810241
,tertiary,80.1639131,12.9808552
,tertiary,80.1648323,12.9807827
,tertiary,80.1643491,12.9810706
,tertiary,80.1634485,12.981858
Terminal Link Road,tertiary,80.1649734,12.9809885
,tertiary,80.1643046,12.981155
Terminal Link Road,tertiary,80.1600923,12.9785795
,tertiary,80.1683333,12.9830501
,tertiary,80.1668099,12.9816786
Airport Flyover,primary,80.1585339,12.9770335
3rd Main Road,tertiary,80.1766447,12.9857308
Terminal Link Road,tertiary,80.1600701,12.9787659
,tertiary,80.1971548,12.9887147
"2nd Avenue, Anna Nagar West",secondary,80.1986541,13.0854392
13th Main Road,tertiary,80.2003555,13.08526
Thirumangalam Flyover,primary,80.1985024,13.0825927
Thirumangalam Flyover,primary,80.1986428,13.0899825
2nd Avenue Anna Nagar,secondary,80.1986534,13.0853351
Vijayaraghava Road,tertiary,80.2409843,13.043953
Vijayaraghavachari Road,tertiary,80.2475944,13.0429215
Arcot Road,primary,80.1859977,13.0449255
Lakshmanasamy Salai,tertiary,80.2024053,13.0384797
CP Ramaswamy Road,secondary,80.2564883,13.0289174
T T Krishnamachari Road,secondary,80.2501638,13.0293291
Pasumpon Muthuramalingar Thevar Salai,secondary,80.2486157,13.0291167
St. Mary's Road,secondary,80.2564883,13.0289174
1st Main Road,tertiary,80.2539777,13.0291172
Luz Church Road,secondary,80.2639776,13.037609
,tertiary_link,80.2735553,13.0238233
,primary_link,80.197932,13.0872932
Jawaharlal Nehru Road (100 Feet Road),primary,80.198596,13.0824692
Jawaharlal Nehru Road (100 Feet Road),primary,80.1988056,13.0783035
Thirumangalam Flyover,primary,80.198633,13.0887007
Thirumangalam Flyover,primary,80.1985389,13.0846173
Jawaharlal Nehru Road (100 Feet Road),primary,80.1986955,13.0901979
Jawaharlal Nehru Road (100 Feet Road),primary,80.1985064,13.090183
Thirumangalam Flyover,primary,80.198588,13.0846172
Thirumangalam Flyover,primary,80.1985475,13.0887059
18th Main Road,tertiary,80.2007016,13.0948177
Raja Muthiah Road,secondary,80.2698748,13.0885645
SIDCO Industrial Estate South Phase Road,secondary,80.2042207,13.0137092
,secondary,80.2423025,13.069279
,secondary,80.233896,13.083553
New Avadi Road,secondary,80.2338497,13.0832712
Kilpauk Garden Road,secondary,80.2336472,13.0834988
,secondary,80.2336472,13.0834988
Barnaby Road,primary,80.245762,13.0794832
,tertiary,80.2184816,12.9023468
,tertiary,80.2182323,12.9018165
Semmozhi Salai,primary,80.2129143,12.9034462
OMR Service Road,tertiary,80.2410613,12.9495367
OMR Service Road,tertiary,80.241318,12.9503633
OMR Service Road,tertiary,80.2420093,12.9524031
OMR Service Road,tertiary,80.2428703,12.9545165
OMR Service Road,tertiary,80.24296,12.9549503
,tertiary,80.2325778,12.932736
,tertiary,80.2317605,12.9301212
,tertiary,80.231285,12.9276509
