road_name,road_type,longitude,latitude
Thazhambur - DLF Road,tertiary,80.203594,12.8706465
Lake View Road,tertiary,80.2047748,12.9879339
Semmozhi Salai,primary,80.2183991,12.9016985
,primary,80.2004944,13.0018123
Dr Radhakrishnan Salai,primary,80.2750021,13.0434033
Dr Natesan Road,secondary,80.2743308,13.043362
Dr Radhakrishnan Salai,primary,80.274479,13.0434158
Dr Radhakrishnan Salai,primary,80.2761421,13.0432982
Dr Radhakrishnan Salai,primary,80.2750114,13.043333
Kaliamman Koil Street,secondary,80.2008548,13.0698152
,tertiary_link,80.245658,13.0296671
,tertiary_link,80.2457606,13.0295229
Anna Salai (Mount Road),primary,80.2468172,13.0391271
Anna Salai (Mount Road),primary,80.2469947,13.0391772
Anna Salai (Mount Road),primary,80.2470503,13.0394741
Dr Nair Road,secondary,80.2404199,13.0448785
,primary_link,80.2222781,12.9494665
,primary_link,80.2225717,12.9494837
,primary_link,80.220673,12.9493419
,primary_link,80.218457,12.9491175
,primary_link,80.2166038,12.9489278
,secondary,80.2125864,13.0443599
Jawaharlal Nehru Road,primary,80.2124429,13.0443933
,secondary,80.2124429,13.0443933
Jawaharlal Nehru Road (100 Feet Road),primary,80.212243,13.0443735
Jawaharlal Nehru Road (100 Feet Road),primary,80.2122478,13.0442799
2nd Avenue,secondary,80.2125864,13.0443599
Jawaharlal Nehru Road,primary,80.2124407,13.0444803
Jawaharlal Nehru Road,primary,80.2124375,13.0446545
Strahans Road,primary,80.2514153,13.0978708
Strahans Road,primary,80.2513667,13.0980062
,primary_link,80.2589862,13.0456019
,tertiary,80.2363646,12.9443344
Anna Salai (Mount Road),primary,80.2330185,13.0266853
,primary_link,80.2357827,13.0281596
,tertiary_link,80.2021822,13.041758
Mahalingapuram Flyover,secondary,80.2340847,13.0519784
,secondary_link,80.2178616,13.0758076
College Road,primary,80.2440472,13.0661202
Kolathur Main Road,tertiary,80.2082509,13.1188539
Luz Church Road,secondary,80.25907,13.0384952
,tertiary,80.2379321,12.9496533
,tertiary,80.237887,12.9494436
Dr MGR Main Road,secondary,80.2466063,12.9634896
Rajiv Gandhi Salai,primary,80.2466063,12.9634896
Puliyur Main Road,tertiary,80.2242153,13.0585103
South Canal Bank Road,tertiary,80.2724141,13.0243962
Loop Road,tertiary,80.276736,13.0225329
Thiruvottriyur High Road,secondary,80.2825577,13.1147553
,secondary_link,80.2118246,13.0321295
35th Street,tertiary,80.2150596,13.0405022
Dr Ambedkar Road,secondary,80.2150596,13.0405022
,tertiary,80.2307024,12.9245173
Mount - Medavakkam Road,primary,80.1946812,12.9797061
,tertiary,80.1357732,13.0112061
Erukkancheri High Road,tertiary,80.2663791,13.1098778
Cooks Road,primary,80.2532302,13.1045757
Cooks Road,primary,80.2534095,13.10494
Cooks Road,primary,80.2532828,13.1046394
Kalaingar Karunanidhi Salai,primary,80.2279993,12.9010003
,primary,80.2472642,13.0051386
,primary_link,80.2418508,12.8606203
,secondary,80.23986,13.0310314
Taramani Link Road,primary,80.252609,12.9799864
Rajiv Gandhi IT Expressway,primary,80.2526097,12.9798977
Taramani Link Road,primary,80.2526097,12.9798977
Triplicane High Road,secondary,80.274329,13.0609158
Uttamar Gandhi Salai (Nungambakkam High Road),primary,80.2498506,13.0545223
,tertiary,80.2283689,12.9064389
,tertiary,80.2283779,12.9065773
,tertiary,80.1974834,13.069439
,primary_link,80.1840508,12.9020111
Indira Nagar 2nd Avenue,tertiary,80.2523912,12.9950081
Indira Nagar 3rd Avenue,tertiary,80.2523912,12.9950081
Jawaharlal Nehru Road (100 Feet Road),primary,80.2115786,13.0545241
,secondary,80.2015393,13.1230379
,secondary,80.2015487,13.1232421
Vivekananda nagar main road,secondary,80.2015157,13.1234583
Wall Tax Road,primary,80.2752986,13.0924682
Suryanarayana Street,primary,80.2941382,13.1232066
Rajiv Gandhi IT Expressway,primary,80.2526333,12.9804711
,secondary,80.2391904,13.0354304
Venkatanarayana Road,secondary,80.2376637,13.0344933
,secondary,80.237561,13.0344269
,tertiary,80.2546997,12.9492238
Kolathur Main Road,tertiary,80.2098775,13.117873
Thiruvottriyur High Road,secondary,80.2949891,13.1399276
Balfour Road,secondary,80.2452798,13.0855829
,tertiary_link,80.1852919,12.9927361
Grand Northern Trunk Road,primary,80.2143338,13.1309775
Grand Northern Trunk Road,primary,80.2140473,13.1305238
Paper Mills Road,secondary,80.2136291,13.1304004
,primary_link,80.2137949,13.1298613
,primary_link,80.1972426,12.9222087
Foreshore Estate Promenade,tertiary,80.2795456,13.0392418
Foreshore Estate Promenade,tertiary,80.2788859,13.0394685
Karunanithi Street,tertiary,80.2199076,13.0286601
,secondary_link,80.2200363,13.0322807
,tertiary,80.2668745,13.0000798
Nookampalayam Road,tertiary,80.1998946,12.907613
Nookampalayam Road,tertiary,80.1978926,12.9013286
,primary_link,80.1931719,13.0466502
Rajiv Gandhi Salai,primary,80.2406604,12.9489332
Perambur Barracks Salai,secondary,80.2588161,13.0924905
Perambur Barracks Salai,secondary,80.2584967,13.0868744
Perambur Barracks Salai,secondary,80.2585742,13.0870784
,secondary,80.2657843,13.1265032
Madley subway,tertiary,80.226926,13.0353891
Inner Ring Road (Southern Sector),primary,80.2175009,12.9680334
Inner Ring Road (Southern Sector),primary,80.2175688,12.9680097
Inner Ring Road (Southern Sector),primary,80.2175156,12.9680929
Inner Ring Road (Southern Sector),primary,80.2173776,12.9681524
Inner Ring Road (Southern Sector),primary,80.2172267,12.9674216
Inner Ring Road (Southern Sector),primary,80.2172574,12.9672193
Inner Ring Road (Southern Sector),primary,80.2171253,12.9675515
Inner Ring Road (Southern Sector),primary,80.2172809,12.9674837
,primary_link,80.2497522,12.9945094
,primary_link,80.2746906,13.071935
,primary,80.2684129,13.0980819
,primary_link,80.2510861,13.0985394
,tertiary,80.2318347,13.0740934
Harrington Road,tertiary,80.2320582,13.0753892
,tertiary,80.2782857,13.1288106
,primary,80.2594447,13.1182782
,secondary,80.2594447,13.1182782
,tertiary_link,80.2783872,13.0691935
,primary_link,80.2135541,13.1300613
,primary_link,80.2134721,13.1304487
Velachery Main Road,secondary,80.2200242,12.9909955
Velachery Main Road,secondary,80.2207226,12.9901027
,secondary,80.2675625,13.0658332
General Patters Road,secondary,80.2676641,13.0656157
General Patters Road,secondary,80.2656011,13.0601856
,secondary_link,80.267207,13.0629733
General Patters Road,secondary,80.2676093,13.0649036
General Patters Road,secondary,80.2674847,13.0642532
General Patters Road,secondary,80.2676732,13.0653448
General Patters Road,secondary,80.2674295,13.0638999
General Patters Road,secondary,80.2658088,13.061655
General Patters Road,secondary,80.2655677,13.0590492
,secondary,80.265022,13.058105
Whites Road,secondary,80.2648695,13.0580802
,primary_link,80.2207452,13.0743998
,primary_link,80.1822621,12.9360572
,secondary_link,80.2180072,13.0749932
Anderson Road,secondary,80.2420828,13.097426
Konnur High Road,primary,80.2380391,13.09798
Pallavan Salai,secondary,80.2764982,13.0737818
Anna Salai,primary,80.276218,13.0735117
North Fort Road,primary,80.2843995,13.0854441
,secondary,80.28452,13.0852969
,secondary,80.1984833,13.0854684
,secondary,80.2240492,13.0852392
New Avadi Road,primary,80.2138783,13.0986136
,primary,80.213841,13.0985233
New Avadi Road,primary,80.213935,13.0984798
Padi Flyover,primary,80.1964179,13.0989188
Padi Flyover,primary,80.1964398,13.0987193
TTK Road,secondary,80.2598776,13.0455999
,primary_link,80.260572,13.0452085
Indira Nagar 2nd Avenue,tertiary,80.2548168,12.9968237
,primary_link,80.2472514,13.0054365
Service Road,primary_link,80.24736,13.0053355
,tertiary,80.2468737,13.0066452
EVR Periyar Salai,primary,80.217863,13.0749017
EVR Periyar Salai,primary,80.217993,13.0748813
EVR Periyar Salai,primary,80.211262,13.0770081
East Coast Road,primary,80.2473217,12.8971859
East Coast Road,primary,80.2474759,12.8976224
Ethiraj Salai,secondary,80.2594541,13.0641216
,secondary,80.2590649,13.0643696
South Usman Road,secondary,80.230171,13.0350205
Arcot Road,primary,80.2035736,13.0477807
,secondary,80.269388,13.0682704
South Usman Road,tertiary,80.2319334,13.0405292
South Usman Road,tertiary,80.2314002,13.0391894
,secondary,80.2142983,13.0091399
Pasumpon Muthuramalingar Thevar Salai,secondary,80.2456563,13.0296374
Brindavan Nagar Main Road,tertiary,80.2054838,12.9878045
City Link Road,tertiary,80.206559,12.994701
Taramani Road,primary,80.2211155,12.975928
Usman road flyover,secondary,80.2324932,13.0445272
North Usman Road Flyover,secondary,80.232351,13.0431335
,secondary,80.2313184,13.0386555
,secondary,80.2307524,13.0368368
,secondary,80.2309469,13.028218
,secondary,80.230861,13.0289863
Koyambedu Flyover,primary,80.2007638,13.0733631
Koyambedu Flyover,primary,80.2000261,13.0741476
East Coast Road,primary,80.2569221,12.9661908
East Coast Road,primary,80.2568531,12.9663702
,primary_link,80.2454737,12.9608441
Anna Salai (Mount Road),primary,80.2673868,13.0657047
Anna Salai (Mount Road),primary,80.2675441,13.0656647
,primary_link,80.2466376,13.037483
,primary_link,80.2463947,13.0374148
Avvai Shanmugam Salai,secondary,80.2661695,13.0477395
,primary,80.2407225,13.0772204
EVR Periyar Salai,primary,80.2444133,13.0779389
EVR Periyar Salai,primary,80.2406122,13.0773336
EVR Periyar Salai,primary,80.2406155,13.077184
,primary,80.2406155,13.077184
Kilpauk Garden Road,secondary,80.2383057,13.0834096
Taylors Road,tertiary,80.2385778,13.0833862
,secondary,80.2387923,13.0835258
,tertiary,80.2455488,12.8875446
,tertiary,80.198761,13.0949306
Jawaharlal Nehru Road (100 Feet Road),primary,80.205615,13.0693171
EVR Periyar Salai Flyover,primary,80.1975036,13.0756657
Jawaharlal Nehru Road (100 Feet Road),primary,80.1990697,13.0754064
Rathnammal Street,secondary,80.2192443,13.0481766
Dr MGR Salai,primary,80.2344307,13.0537521
Kaliamman Koil Street,secondary,80.1959146,13.0606517
Perambur Barracks Salai,secondary,80.2588649,13.0934773
Sardar Patel Road,primary,80.2232552,13.0114027
Thiruvottriyur High Road,secondary,80.2933157,13.1351927
Five Furlong Road,secondary,80.2120421,13.0037866
Greams Road,tertiary,80.2548642,13.0574946
,primary_link,80.2503056,12.9736865
,primary_link,80.2504278,12.9736532
,primary_link,80.2113783,13.0563277
Mount - Poonamallee - Avadi Road,primary,80.1895413,13.0165909
,primary_link,80.2421107,13.0323214
,primary_link,80.2557094,12.987381
Ambedkar College Road,secondary,80.2596794,13.109779
,primary_link,80.2490263,13.056158
Uttamar Gandhi Salai (Nungambakkam High Road),primary,80.2470513,13.0612456
Gandhi Mandapam Flyover,primary,80.2380038,13.0073267
Gandhi Mandapam Flyover,primary,80.2381057,13.0072634
5th Avenue,tertiary,80.218076,13.0425356
Muthuvel Street,tertiary,80.2188113,13.0467594
Pulla Avenue,tertiary,80.2254955,13.0832659
,tertiary_link,80.2655924,13.1129878
East Kalmandapam Road,secondary,80.2925488,13.1145622
West Madha Church Street,secondary,80.2941087,13.1086868
West Madha Church Street,secondary,80.2931469,13.1061785
,primary_link,80.2929773,13.106138
,secondary_link,80.2937895,13.1079559
,secondary_link,80.2939899,13.1084925
Water Tank Road,tertiary,80.2152752,13.068816
,tertiary,80.212246,13.0348934
,secondary,80.2626701,13.087151
E Seeyalam Street Flyover,secondary,80.2147936,13.1082251
,secondary,80.2150562,13.1082132
,tertiary,80.2972216,13.1344471
Haddows Road,primary,80.2476733,13.0627957
Ottiambakkam Road,tertiary,80.1830707,12.8950118
,tertiary,80.2752533,13.0715299
Anna Nagar 3rd Avenue,secondary,80.2182972,13.0923479
,tertiary,80.211775,13.0771132
Kamarajar Salai,primary,80.2789643,13.0393304
Foreshore Estate Promenade,tertiary,80.2789643,13.0393304
Arcot Road,primary,80.1926051,13.0466026
Ellaiamman Koil Street,tertiary,80.2447986,13.0159968
Ellaiamman Koil Street,tertiary,80.2445825,13.016047
,tertiary,80.2175251,13.0922425
Anna Nagar 6th Avenue,tertiary,80.2165517,13.0923255
,tertiary,80.2181944,13.0922389
,secondary,80.2539667,13.0711248
,secondary_link,80.2541266,13.0712306
Halls Road,secondary,80.2541266,13.0712306
Balfour Road,secondary,80.2441462,13.0831715
NMK Street,tertiary,80.2357157,13.0966629
Elcot SEZ Main road,tertiary,80.219106,12.905555
Elcot SEZ Main road,tertiary_link,80.2184816,12.9023468
Elcot SEZ Main road,tertiary,80.2197863,12.9091787
Elcot SEZ Main road,tertiary,80.2198646,12.9095845
Elcot SEZ Main road,tertiary,80.2202844,12.9117466
ELCOT Back Gate Road,tertiary,80.2256522,12.9125634
ELCOT Back Gate Road,tertiary_link,80.2207622,12.914336
Elcot SEZ Main road,tertiary,80.2207261,12.9141878
,tertiary_link,80.2241636,12.9138974
,tertiary_link,80.2260537,12.9121707
Khader Nawaz Khan Road,tertiary,80.2519528,13.0606696
Model School Road,tertiary,80.2519645,13.0599793
Greams Road,tertiary,80.2543573,13.0605101
Jawaharlal Nehru Road (100 Feet Road),primary,80.1984671,13.0875067
,tertiary,80.2674592,13.019
,tertiary_link,80.2691197,13.0182063
Pallavaram - Thoraipakkam Road,primary,80.2379321,12.9496533
,tertiary,80.2405782,12.9491911
Kannan Street,tertiary,80.2771377,13.1128685
Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,80.2189987,13.0519547
Rajiv Gandhi Salai,primary,80.2264703,12.866471
Rajiv Gandhi Salai,primary,80.2268496,12.8764595
Railway Border Road,tertiary,80.2300139,13.0502045
Railway Border Road,tertiary,80.2300193,13.0488003
,tertiary,80.211426,13.0588383
Turnbulls 1st Main Road,tertiary,80.2474348,13.0293085
13th Main Road,tertiary,80.2002678,13.082916
13th Main Road,tertiary,80.2003691,13.0853455
,secondary,80.2752963,13.0923212
Sivan Koil Street,tertiary,80.2203882,13.0548662
Moovarasampettai Main Road,tertiary,80.1748887,12.9697812
Moovarasampettai Main Road,tertiary,80.1718564,12.9709747
,primary_link,80.2354405,12.9500069
,primary_link,80.2354405,12.9500069
,primary_link,80.235407,12.9498718
Gollavar Agraharam Road,tertiary,80.2867677,13.1089752
Gollavar Agraharam Road,tertiary,80.2887931,13.1145167
Sadulla Street,tertiary,80.2383291,13.0332055
South West Boag Road,tertiary,80.2370632,13.0319889
Mopparappan Street,tertiary,80.2370632,13.0319889
Musiri Subramanium Road,secondary,80.2572202,13.0389122
,secondary,80.2574399,13.0389562
Greams Road,secondary,80.2543434,13.0630738
Ponniamman Koil Street,tertiary,80.1974266,12.9798987
,tertiary,80.2313989,13.0665452
Nelson Manickam Road,secondary,80.2312946,13.0665673
9th Street,secondary,80.226639,13.1110647
Venkatesan Road,tertiary,80.226639,13.1110647
9th Street,secondary,80.2265818,13.1110049
Anna Salai (Mount Road),primary,80.2674642,13.065758
,secondary_link,80.2745308,13.0924749
,primary,80.2441293,13.1085382
,primary_link,80.2500622,12.9727504
,secondary_link,80.2801238,13.0503882
TTK Road,secondary,80.2497725,13.0287832
Perambur Barracks Salai,secondary,80.2586901,13.0904844
DGS Dhinakaran Road,primary,80.2673958,13.0189591
DGS Dhinakaran Road,primary,80.2675193,13.0189362
Thandavarayan Street,tertiary,80.2674489,13.0188823
DGS Dhinakaran Road,primary,80.2674063,13.018854
Paper Mills Road,secondary,80.2357006,13.1135215
Sundara Perumal Koil Street,tertiary,80.2316876,13.1124278
Paper Mills Road,secondary,80.2316871,13.1160817
,tertiary,80.1918477,13.0360141
,tertiary,80.1928415,13.0376905
Anna Main Road,secondary,80.1928415,13.0376905
Anna Main Road,secondary,80.192902,13.0376334
,tertiary,80.1929701,13.0377052
Munusamy Salai,secondary,80.1927408,13.0379867
Anna Main Road,secondary,80.1928108,13.0383029
Thiruvalluvar 1st Street,tertiary,80.1927408,13.0379867
,secondary,80.2382988,13.0834953
Kilpauk Garden Road,secondary,80.2385778,13.0833862
,tertiary,80.2411897,13.0692166
,secondary_link,80.2652591,13.0760837
Langs Garden Road,tertiary,80.2652981,13.0752562
Langs Garden Road,tertiary,80.2653122,13.0754301
Adithanar Road,secondary,80.2673925,13.0689777
Adithanar Road,secondary,80.265603,13.0706565
Adithanar Road,secondary,80.2655571,13.0706213
Adithanar Road,secondary,80.2655304,13.0706903
Anna Salai (Mount Road),primary,80.2462679,13.0357998
Anna Salai (Mount Road),primary,80.246031,13.0357748
Inner Ring Road,primary,80.2062902,13.0212393
Inner Ring Road,primary,80.2064889,13.021629
,tertiary_link,80.2121785,13.0502985
Dr Nair Road,secondary,80.2403338,13.0450146
Thirumalai Road,secondary,80.2401427,13.0453311
Arcot Road,primary,80.2025211,13.0476901
Stephenson Road,secondary,80.2592845,13.1097561
5th avenue,tertiary,80.2101808,13.0844234
5th avenue,tertiary,80.21021,13.0855324
,secondary,80.2548993,13.0675126
Ethiraj Salai,secondary,80.2549634,13.0672115
Ethiraj Salai,secondary,80.255156,13.0670384
TTK Road,secondary,80.2595015,13.0431613
TTK Road,secondary,80.2595039,13.0428231
Thiruvalluvar Road,primary,80.2560597,12.9876645
Dr. Muthulakshmi Road,secondary,80.2558837,12.9876844
Thiruvalluvar Salai,primary,80.2558611,12.9875765
Dr. Muthulakshmi Road,secondary,80.2557785,12.9876994
Kalki Krishnamurty Road,secondary,80.2557094,12.987381
Rajiv Gandhi Salai,primary,80.2523681,12.9785883
Rajiv Gandhi Salai,primary,80.252598,12.9796934
Taramani Link Road,primary_link,80.2525787,12.9794593
Valluvar Kottam High Road,secondary,80.2426311,13.0568463
Valluvar Kottam High Road,secondary,80.2428023,13.0569224
Jawaharlal Nehru Road (100 Feet Road),primary,80.2114552,13.1285268
EVR Periyar Salai,primary,80.2407127,13.0773615
EVR Periyar Salai,primary,80.2440035,13.0778869
Vadapalani Flyover,primary,80.2122641,13.0476326
Vadapalani Flyover,primary,80.2121042,13.0475073
Vadapalani Flyover,primary,80.2119276,13.0523682
Vadapalani Flyover,primary,80.2120573,13.0525483
Kodambakkam Railway Flyover,primary,80.2282332,13.0540537
Kodambakkam Railway Flyover,primary,80.2340135,13.0538587
Mahalingapuram Flyover,secondary,80.2340557,13.0518649
Mahalingapuram Flyover,secondary,80.2347533,13.0555881
Gopathi Narayanaswami Flyover,secondary,80.2422015,13.0461987
Gopathi Narayanaswami Road,secondary,80.2403338,13.0450146
Gopathi Narayanaswami Road,secondary,80.2383913,13.043947
,secondary_link,80.2383224,13.0440559
Gopathi Narayanaswami Flyover,secondary,80.2423009,13.0461746
Anna Flyover,secondary,80.2488699,13.0506545
Anna Flyover,primary,80.2497806,13.0498573
Anna Flyover,primary,80.2498734,13.0499391
Sathyam Flyover,secondary,80.2557266,13.0546229
Sathyam Flyover,secondary,80.2556651,13.0546718
Sathyam Flyover,secondary,80.2601986,13.0542299
Sathyam Flyover,secondary,80.2602798,13.0542232
Sathyam Flyover,secondary,80.2603352,13.0541933
Royapettah Flyover,secondary,80.2617582,13.0540986
Royapettah Flyover,secondary,80.2615778,13.054152
Royapettah Flyover,secondary,80.2617582,13.0540986
Royapettah Flyover,secondary,80.2664321,13.0536522
Royapettah Flyover,secondary,80.2665458,13.053584
Music Academy Flyover,primary,80.2622084,13.0449946
Music Academy Flyover,primary,80.262394,13.0448596
Govindaswamy Karuppiah Moopanar Flyover,secondary,80.2458235,13.0313051
Cenotaph Road,secondary,80.2455965,13.0346817
Cenotaph Road,tertiary,80.2458259,13.0316233
Adyar Flyover,primary,80.255689,13.0065493
Adyar Flyover,primary,80.2591859,13.0107556
Dr Muthulakshmi Salai,secondary,80.2570846,13.0044401
Adyar Flyover,secondary,80.257101,13.0045246
Tansi Nagar 15 th street,primary_link,80.2253209,12.9782589
Taramani Road,primary,80.2194122,12.9719844
Velachery Lower Flyover,primary,80.219481,12.9723039
Velachery MRTS Bridge,primary,80.2165229,12.9647335
Velachery MRTS Bridge,primary,80.2163422,12.964664
,primary,80.2175892,12.9680691
Velachery Main Road Flyover,primary,80.2088169,12.9458064
Mount - Medavakkam Road,primary,80.1881428,12.9647374
Airport Flyover,primary,80.1713506,12.9842708
Airport Flyover,primary,80.158408,12.9769514
Gandhi Mandapam Flyover,primary,80.2381057,13.0072634
Gandhi Mandapam Flyover,primary,80.2426578,13.006651
,tertiary,80.2308157,13.0993515
Moolakadai Flyover,primary,80.2439181,13.1272795
Moolakadai Flyover,primary,80.2439942,13.1271428
Morasali Maran Flyover,primary,80.2451219,13.1072533
Morasali Maran Flyover,primary,80.2433783,13.1088659
,primary,80.2423714,13.109394
Morasali Maran Flyover,primary,80.2433631,13.107014
Morasali Maran Flyover,primary,80.243291,13.1067915
Vyasarpadi Flyover,primary,80.2636972,13.1134464
Vyasarpadi Flyover,primary,80.2690504,13.1074276
Vyasarpadi Flyover,primary,80.2656726,13.1141203
Vyasarpadi Flyover,primary,80.2691327,13.1071903
Mint Flyover,primary,80.2775477,13.1050174
Pantheon Road Flyover,secondary,80.2553286,13.0680235
Pantheon Road Flyover,secondary,80.2554097,13.0680403
Purasaiwalkam Flyover,secondary,80.2605846,13.0866745
Purasaiwalkam Flyover,secondary,80.2606864,13.0866541
Purasaiwalkam Flyover,secondary,80.2564099,13.0863452
Purasaiwalkam Flyover,secondary,80.256517,13.0863547
Purasaiwalkam Flyover,secondary,80.256517,13.0863547
Purasaiwalkam Flyover,secondary,80.2606991,13.0876039
,tertiary,80.2585548,13.0870274
,tertiary_link,80.2587632,13.0869855
,tertiary_link,80.2588962,13.0869675
Kathipara Interchange Flyover Ramp,primary_link,80.2030662,13.0083856
Kathipara Interchange Flyover Ramp,primary_link,80.2026131,13.0085874
Kathipara Interchange Flyover,primary,80.2057657,13.0076834
Grand Southern Trunk Road Flyover,primary,80.2059022,13.0077031
Kathipara Interchange Flyover,primary,80.2023399,13.0073478
Kathipara Interchange Flyover,primary,80.201362,13.0051569
Kathipara Interchange Flyover,primary,80.2038399,13.0122396
Padi Flyover,primary,80.1970523,13.1027216
Padi Flyover,primary,80.1983261,13.1030931
Padi Flyover,primary,80.198376,13.1029975
Padi Flyover,primary,80.1984992,13.1030162
EVR Periyar Salai Flyover,primary,80.1967259,13.075545
EVR Periyar Salai Flyover,primary,80.1966109,13.0755168
EVR Periyar Salai Flyover,primary,80.2014027,13.0763826
EVR Periyar Salai Flyover,primary,80.201542,13.0762716
EVR Periyar Salai Flyover,primary,80.196749,13.0754589
EVR Periyar Salai Flyover Ramp,primary_link,80.1989214,13.0765799
EVR Periyar Salai Flyover Ramp,primary_link,80.1990264,13.0764358
EVR Periyar Salai Flyover Ramp,primary_link,80.1992409,13.076685
EVR Periyar Salai Flyover Ramp,primary_link,80.1993174,13.075414
EVR Periyar Salai Flyover Ramp,primary_link,80.1991397,13.075714
EVR Periyar Salai Flyover Ramp,primary_link,80.2002669,13.076147
EVR Periyar Salai Flyover Ramp,primary_link,80.2002962,13.076273
Anna Arch Flyover,secondary,80.2177582,13.0781635
Anna Arch Flyover,secondary,80.2185537,13.0750052
Anna Arch Flyover,secondary,80.2186512,13.0749552
Anna Arch Flyover,secondary,80.2206151,13.0743736
Medavakkam Flyover,primary,80.1892334,12.9177427
Medavakkam Maempalam,primary,80.1966577,12.9204608
Medavakkam Flyover,primary,80.1967752,12.9205184
Thirumangalam Flyover,primary,80.1986955,13.0901979
Thirumangalam Flyover,primary,80.1984989,13.0824362
Thirumangalam Flyover,primary,80.1985582,13.0899902
Thirumangalam Flyover,primary,80.1985946,13.0826194
,secondary,80.2486012,13.1243854
Ethiraj Samy Salai,secondary,80.2483674,13.1237858
Pulla Avenue,tertiary,80.2256158,13.0776487
,primary_link,80.2473903,13.0419965
,tertiary,80.2257232,13.0538038
Nagerkoyil Sudalaimuthu Krishnan Salai,primary,80.2270756,13.0539495
Nagerkoyil Sudalaimuthu Krishnan Salai,primary,80.2251324,13.0536789
Rajiv Gandhi Salai,primary,80.2527151,12.9795645
Rajiv Gandhi Salai,primary,80.2527419,12.9799018
,primary_link,80.2502736,12.9738323
E Seeyalam Street Flyover,secondary,80.2135832,13.1120669
Peters Road,secondary,80.2617309,13.0540486
Dr Nair Road,secondary,80.2403563,13.0448612
Thirumalai Pillai Road,secondary,80.2401677,13.0451626
Kolathur Main Road,tertiary,80.2081524,13.1188471
Kolathur Main Road,tertiary,80.2041143,13.1186003
1st Main Road,tertiary,80.2041143,13.1186003
,tertiary,80.2027272,13.1187251
Jawaharlal Nehru Road (100 Feet Road),primary,80.205429,13.1251299
Jawaharlal Nehru Road (100 Feet Road),primary,80.2015775,13.1230479
RajaLaxmi Nagar 3rd Main Road,tertiary,80.2199068,12.9844386
North Usman Road,secondary,80.2343074,13.0530191
Thirumalai Road,secondary,80.2398249,13.0473664
,secondary,80.217888,13.0844363
Shastri Nagar 1st Avenue,tertiary,80.2564557,13.0012436
Dr Muthulakshmi Salai,secondary,80.256538,13.0012315
Shastri Nagar 1st Avenue,tertiary,80.2569131,13.001127
Shastri Nagar 1st Avenue,tertiary,80.256538,13.0012315
Anna Nagar 3rd Avenue,secondary,80.2181396,13.0903323
,secondary,80.2373162,13.0342486
Thillaiganga Nagar Subway,primary,80.1944171,12.9912198
Thillaiganga Nagar Subway,primary,80.1938039,12.991753
Thillaiganga Nagar Subway,primary,80.1933063,12.9945239
Thillaiganga Nagar Subway,primary,80.1934215,12.9947141
Doraiswamy Subway,secondary,80.227371,13.0415963
Doraiswamy Subway,secondary,80.2300278,13.0409715
Nelson Manickam Road,secondary,80.2347752,13.0646628
Nungambakkam Subway,secondary,80.2333136,13.0659481
Gengu Reddy Road,secondary,80.2516945,13.078771
RBI Subway,primary,80.288992,13.0826299
RBI Subway,primary,80.290244,13.0881339
North Usman Road,tertiary,80.232425,13.0429694
Vivekananda nagar main road,secondary,80.2015109,13.123226
Perungudi Station Road,tertiary,80.2269419,12.9711007
Perungudi Station Road,tertiary,80.2329726,12.9772602
Taramani Road,tertiary,80.2475035,12.9862977
St Thomas Mount Subway,primary,80.2011762,12.9954239
St Thomas Mount Subway,primary,80.201204,12.9951141
,tertiary,80.1970984,13.0055398
St Thomas Mount Subway,primary,80.2010193,12.9961908
St Thomas Mount Subway,primary,80.2009908,12.9963024
TTK Road,secondary,80.2576329,13.0394757
TTK Road,secondary,80.2571665,13.0388392
Rajiv Gandhi Salai,primary,80.2376509,12.9439253
Rajiv Gandhi Salai,primary,80.2375487,12.9438418
Rajiv Gandhi Salai,primary,80.2406647,12.9486097
Rajiv Gandhi Salai,primary,80.237719,12.943883
Dr MGR Salai,primary,80.2415636,13.0525072
Valluvar Kottam High Road,secondary,80.2417076,13.0525491
,secondary_link,80.2654555,13.0765553
,tertiary,80.208266,12.8740031
Mahatma Gandhi Road,secondary,80.2593081,12.9966031
Pallavaram - Thoraipakkam Road,primary,80.2363336,12.9497375
Pallavaram - Thoraipakkam Road,primary,80.2379008,12.9495044
Venkatanarayana Road,secondary,80.2376637,13.0344933
Venkatanarayana Road,secondary,80.2369,13.0356608
,primary,80.2056465,12.9485381
RK Mutt Road,secondary,80.265728,13.0258334
Pallavaram - Thoraipakkam Road,primary,80.235407,12.9498718
Mount - Medavakkam Road,primary,80.1954404,12.9811124
Mount - Medavakkam Road,primary,80.1959361,12.982054
RajaLaxmi Nagar 3rd Main Road,tertiary,80.2190934,12.9843659
,primary,80.2431701,12.9813369
,primary,80.2428268,12.9813991
,primary,80.243182,12.9813089
Nelson Manickam Road,secondary_link,80.2207605,13.0742637
,tertiary_link,80.2379008,12.9495044
Ambedkar Kalloori Salai,secondary,80.2597313,13.0998747
Stephensons Salai,secondary,80.2603861,13.1022325
Royapettah High Road,secondary,80.2661695,13.0477395
,secondary,80.2135447,13.1303121
,tertiary,80.2106795,13.1284701
Venkatanarayana Road,secondary,80.2370735,13.0354087
,secondary_link,80.2565924,13.0691235
Sir Thyagaraya Road,secondary,80.2399443,13.0403922
,primary_link,80.2283277,12.9066364
,primary_link,80.2739849,13.0816329
